index,trace_p,trace_r,trace_f1,trace_aupr,event_p,event_r,event_f1,event_aupr,attr_p,attr_r,attr_f1,attr_aupr,time
gigantic-0.05-1.json.gz,0.719557196,0.8125,0.763209393,0.804289622,0.6,0.571734475,0.585526316,0.55264053,0.513863216,0.546168959,0.52952381,0.472179819,573.2401576
gigantic-0.05-1.json.gz,0.642611684,0.779166667,0.70433145,0.781617789,0.645645646,0.460385439,0.5375,0.525099264,0.609137056,0.47151277,0.531561462,0.476592848,673.8213677
p2p-0.05-1.json.gz,0.984189723,0.918819188,0.950381679,0.977845717,0.827664399,0.674676525,0.743380855,0.796757081,0.65397351,0.652892562,0.653432589,0.607488587,529.0196345
BPIC12-0.05.json.gz,0.711409396,0.723549488,0.717428088,0.722290193,0.623486683,0.475530933,0.539549502,0.46892084,0.623486683,0.475530933,0.539549502,0.46892084,22615.22123
BPIC12-0.10.json.gz,0.848341232,0.664809656,0.745445081,0.771186922,0.500849618,0.566282421,0.531559964,0.364284745,0.500849618,0.566282421,0.531559964,0.364284745,21964.51558
BPIC12-0.05.json,0.759450172,0.754266212,0.756849315,0.767415117,0.556584362,0.499538319,0.526520681,0.364444889,0.556584362,0.499538319,0.526520681,0.364444889,1688.155956
BPIC12-0.10.json,0.74829932,0.750853242,0.749574106,0.756832227,0.665048544,0.506001847,0.574724698,0.478010612,0.665048544,0.506001847,0.574724698,0.478010612,1611.820721
BPIC12-0.15.json,0.750847458,0.755972696,0.753401361,0.782895519,0.651108518,0.515235457,0.575257732,0.512698782,0.651108518,0.515235457,0.575257732,0.512698782,1623.30708
BPIC12-0.20.json,0.732198142,0.807167235,0.767857143,0.778586254,0.500834725,0.55401662,0.52608505,0.304609836,0.500834725,0.55401662,0.52608505,0.304609836,1636.935882
BPIC12-0.25.json,0.846456693,0.733788396,0.786106033,0.782461061,0.748191027,0.477377655,0.582863585,0.521147204,0.748191027,0.477377655,0.582863585,0.521147204,1619.764141
BPIC12-0.30.json,0.790235081,0.745733788,0.767339772,0.754477396,0.68289638,0.505078486,0.580679406,0.501843925,0.68289638,0.505078486,0.580679406,0.501843925,1614.898843
BPIC12-0.35.json,0.694152924,0.790102389,0.739026337,0.736496603,0.605456453,0.532779317,0.566797642,0.483407749,0.605456453,0.532779317,0.566797642,0.483407749,1628.29381
BPIC12-0.40.json,0.688571429,0.822525597,0.749611198,0.764745548,0.566539924,0.550323176,0.558313817,0.427938466,0.566539924,0.550323176,0.558313817,0.427938466,1623.911203
BPIC12-0.45.json,0.719354839,0.76109215,0.739635158,0.733089252,0.574267782,0.506925208,0.538499264,0.337540751,0.574267782,0.506925208,0.538499264,0.337540751,1633.492658
BPIC13_closed_problems-0.05.json,0.325,0.40625,0.361111111,0.326161158,0.317647059,0.2109375,0.253521127,0.188448059,0.440944882,0.311111111,0.364820847,0.286973203,199.8383067
BPIC13_closed_problems-0.10.json,0.418604651,0.28125,0.336448598,0.317533,0.4,0.140625,0.208092486,0.169089371,0.620253165,0.272222222,0.378378378,0.280005469,198.4836392
BPIC13_closed_problems-0.15.json,0.4,0.3125,0.350877193,0.33024474,0.344262295,0.1640625,0.222222222,0.175039708,0.6,0.283333333,0.38490566,0.288383564,199.8183761
BPIC13_closed_problems-0.20.json,0.533333333,0.25,0.340425532,0.319730517,0.422222222,0.1484375,0.219653179,0.181320783,0.55,0.305555556,0.392857143,0.29991284,198.9122291
BPIC13_closed_problems-0.25.json,0.566666667,0.265625,0.361702128,0.310311818,0.466666667,0.1640625,0.242774566,0.179348278,0.553191489,0.288888889,0.379562044,0.293843427,199.0239053
BPIC13_closed_problems-0.30.json,0.4,0.28125,0.330275229,0.301275405,0.43902439,0.140625,0.213017751,0.166186162,0.613333333,0.255555556,0.360784314,0.273198137,198.3129537
