index,trace_p,trace_r,trace_f1,trace_aupr,event_p,event_r,event_f1,event_aupr,attr_p,attr_r,attr_f1,attr_aupr,time
gigantic-0.05-1.json.gz,0.4590570719602977,0.7708333333333334,0.5754276827371695,0.4693958186343708,0.5587188612099644,0.3361884368308351,0.4197860962566844,0.3679413660900326,0.7239583333333334,0.2730844793713163,0.3965763195435092,0.2726828727620449,38.53154969215393
gigantic-0.05-1.json.gz,0.452970297029703,0.7625,0.5683229813664596,0.4531178282774284,0.5510204081632653,0.3468950749464668,0.4257555847568988,0.3720823733344434,0.455012853470437,0.3477406679764244,0.3942093541202672,0.262664496832606,39.23606157302856
p2p-0.05-1.json.gz,0.7945205479452054,0.8560885608856088,0.8241563055062167,0.8472196486380541,0.4715909090909091,0.767097966728281,0.5840957072484166,0.5443451792172112,0.5060422960725075,0.5537190082644629,0.5288082083662194,0.4702219499462979,31.50918292999268
BPIC12-0.05.json.gz,0.6373333333333333,0.4078498293515358,0.4973985431841832,0.5083262976050291,0.523936170212766,0.3638042474607572,0.4294277929155313,0.2358804188719817,0.523936170212766,0.3638042474607572,0.4294277929155313,0.2358804188719817,556.1713178157806
BPIC12-0.10.json.gz,0.4874696847210994,0.5598885793871866,0.5211754537597234,0.5067474696807026,0.4240583232077764,0.3352545629202689,0.3744635193133047,0.2244874217669567,0.4240583232077764,0.3352545629202689,0.3744635193133047,0.2244874217669567,556.6763572692871
BPIC12-0.15.json.gz,0.3907355021216407,0.7033736473583705,0.5023869061150261,0.4789262873532816,0.4058373870743572,0.195644891122278,0.2640144665461121,0.1670247164996313,0.4058373870743572,0.195644891122278,0.2640144665461121,0.1670247164996313,558.8721449375153
BPIC12-0.20.json.gz,0.4461438333875691,0.638268156424581,0.5251867458341314,0.4971523978019705,0.3788480635551142,0.1848352713178294,0.2484532725496581,0.1704891154599031,0.3788480635551142,0.1848352713178294,0.2484532725496581,0.1704891154599031,563.4520094394684
BPIC12-0.25.json.gz,0.5247414034106793,0.6672591539281906,0.5874804381846636,0.5717314815948176,0.3677884615384615,0.1987750556792873,0.2580722891566265,0.1819015724475039,0.3677884615384615,0.1987750556792873,0.2580722891566265,0.1819015724475039,572.9012007713318
BPIC12-0.30.json.gz,0.5339877300613497,0.6766169154228856,0.5969002880263338,0.5914107702859086,0.4383278145695364,0.1725880052151238,0.2476613657623947,0.1799484114411128,0.4383278145695364,0.1725880052151238,0.2476613657623947,0.1799484114411128,572.0247371196747
BPIC12-0.35.json.gz,0.518160613128957,0.8177754404417565,0.6343702192758797,0.6204808108608421,0.342850769573946,0.208859899442859,0.2595845296402634,0.1875674302476648,0.342850769573946,0.208859899442859,0.2595845296402634,0.1875674302476648,566.2519016265869
